id,EAP,HPL,MWS
id22080,0.8467795252799988,0.13037200272083282,0.022848453372716904
id03545,0.909853458404541,0.08916658163070679,0.000979974982328713
id23725,0.005722566042095423,0.002089155139401555,0.9921883344650269
id12009,0.8418972492218018,0.0667937770485878,0.09130891412496567
id24241,0.13349232077598572,0.407474160194397,0.4590335786342621
id03596,0.006668119691312313,0.9930582046508789,0.000273732264759019
id10749,0.04642598703503609,0.9384840726852417,0.015090005472302437
id22794,0.003989470191299915,0.006557310000061989,0.9894531965255737
id15482,0.09615231305360794,0.47303593158721924,0.4308117628097534
id04833,0.9235996007919312,0.054013002663850784,0.022387444972991943
id00397,0.00012072911340510473,1.3150115591997746e-06,0.9998779296875
id14691,0.01190437562763691,0.056339848786592484,0.9317557215690613
id05193,0.08395282179117203,0.02955908514559269,0.8864880800247192
id19541,0.9966400861740112,0.0027377011720091105,0.0006221644580364227
id22166,0.0008374035824090242,0.004504856653511524,0.9946576952934265
id20744,0.1297057867050171,0.007479793857783079,0.8628144264221191
id10392,7.899029697000515e-08,0.0005317771574482322,0.9994681477546692
id00770,0.996931791305542,0.0014750509290024638,0.0015930794179439545
id06018,0.4575634002685547,0.3862595558166504,0.15617699921131134
id15678,0.9131300449371338,0.01494611706584692,0.07192378491163254
id08305,0.8303294777870178,0.12565097212791443,0.04401946812868118
id08903,0.4862796664237976,0.03818758577108383,0.47553274035453796
id14752,0.8821284174919128,0.1091056540608406,0.008765997365117073
id12468,0.12888579070568085,0.8684524297714233,0.0026617697440087795
id05085,0.5592273473739624,0.22266210615634918,0.218110591173172
id21993,0.5592421889305115,0.07328301668167114,0.36747482419013977
id15503,0.9460687637329102,0.0335116945207119,0.0204195287078619
id03021,8.669094677316025e-05,0.9953130483627319,0.004600255750119686
id16123,0.9984240531921387,0.0014589453348889947,0.0001169853494502604
id19383,0.9801076650619507,0.006253604777157307,0.013638698495924473
id04186,0.9413934350013733,0.0011226492933928967,0.05748388543725014
id17954,0.0002323199005331844,0.00026328759850002825,0.9995043277740479
id12030,0.5955286622047424,0.031265247613191605,0.37320613861083984
id13020,0.9639573097229004,0.02583753876388073,0.010205157101154327
id25327,0.034698255360126495,0.9303041100502014,0.034997619688510895
id16344,0.38035717606544495,0.14375311136245728,0.475889652967453
id12303,0.5377204418182373,0.4541807770729065,0.008098769001662731
id15017,0.9997566342353821,0.00024309784930665046,2.133890859568055e-07
id22308,0.38668695092201233,0.06532859057188034,0.5479844808578491
id06536,0.022362852469086647,0.16058212518692017,0.8170550465583801
id19797,0.3739290237426758,0.3807063102722168,0.24536463618278503
id06332,0.4894988238811493,0.29889243841171265,0.21160876750946045
id22941,0.11353817582130432,0.39012575149536133,0.49633610248565674
id13547,0.037509217858314514,0.19563814997673035,0.7668525576591492
id06928,0.08301060646772385,0.003883756697177887,0.9131056070327759
id12521,0.8375898599624634,0.10479182749986649,0.057618364691734314
id25716,0.6987363696098328,0.04715937748551369,0.25410425662994385
id27116,0.5099641680717468,0.02866530790925026,0.4613704979419708
id19941,0.03889571875333786,0.9349414706230164,0.02616289258003235
id05711,0.08329933881759644,0.03412346541881561,0.8825772404670715
id02097,0.025168729946017265,0.07176630198955536,0.9030649065971375
id03563,0.0033578011207282543,0.9964242577552795,0.00021792254119645804
id02295,0.4523542821407318,0.3677046298980713,0.1799411028623581
id08179,0.9999996423721313,3.7055175994282763e-07,1.308098518393308e-09
id05332,0.646405816078186,0.20687136054039001,0.14672277867794037
id15697,0.13004183769226074,0.5866767764091492,0.2832813560962677
id17026,0.3628527522087097,0.04766489937901497,0.589482307434082
id04243,0.748068630695343,0.15068107843399048,0.10125033557415009
id13175,0.9999325275421143,6.426918116630986e-05,3.197681508027017e-06
id05387,0.9865026473999023,0.009776761755347252,0.0037204802501946688
id19989,0.9097188711166382,0.03717401996254921,0.05310707166790962
id25173,0.021094080060720444,0.008391189388930798,0.970514714717865
id08925,0.20710931718349457,0.7823547720909119,0.010535959154367447
id03034,0.012436351738870144,0.9688988327980042,0.018664894625544548
id13272,0.0027713472954928875,0.9784250259399414,0.0188036747276783
id07956,0.9967330694198608,0.0009047733619809151,0.002362173283472657
id02648,0.24811698496341705,0.03746100887656212,0.7144220471382141
id01778,0.11313961446285248,0.049154724925756454,0.837705671787262
id12846,0.0003971933911088854,0.00037183082895353436,0.9992309808731079
id19001,0.1560567319393158,0.03139469027519226,0.8125485777854919
id05763,0.6949336528778076,0.058574821799993515,0.24649155139923096
id15590,0.1095869317650795,0.013212506659328938,0.8772006034851074
id04912,0.6390883326530457,0.16146507859230042,0.19944657385349274
id21201,0.7373979687690735,0.13476088643074036,0.12784123420715332
id13215,0.9745755195617676,0.004017216619104147,0.021407220512628555
id15612,0.1513526439666748,0.8230753540992737,0.025571933016180992
id18501,0.5840509533882141,0.11303594708442688,0.3029131591320038
id07223,0.7509419322013855,0.20915654301643372,0.03990154713392258
id06707,0.6474536657333374,0.1521628350019455,0.20038345456123352
id05238,2.452386797813233e-05,0.9999743700027466,1.0896778803726193e-06
id00935,0.0032279554288834333,0.011226938106119633,0.9855450987815857
id00110,0.7637022137641907,0.004033249337226152,0.23226456344127655
id17476,0.9320534467697144,0.06613942980766296,0.0018071280792355537
id15170,0.9977923631668091,0.0020936992950737476,0.00011397232447052374
id13397,0.07744575291872025,0.06776556372642517,0.8547886610031128
id24283,0.9973995685577393,0.002518750261515379,8.17292821011506e-05
id15234,0.8912872076034546,0.06887642294168472,0.03983636572957039
id16884,0.22293142974376678,0.5597608089447021,0.21730780601501465
id07831,0.5294404625892639,0.15437845885753632,0.31618109345436096
id16038,0.9238128662109375,0.05445641651749611,0.021730732172727585
id03629,0.9147853255271912,0.05072325840592384,0.034491367638111115
id21019,0.7951956987380981,0.09863664954900742,0.10616763681173325
id21835,0.562941312789917,0.3692628741264343,0.06779583543539047
id04480,0.23830600082874298,0.7579420208930969,0.0037520024925470352
id20838,0.7211779356002808,0.26828065514564514,0.010541400872170925
id24195,0.6893205642700195,0.222947895526886,0.0877315029501915
id05448,0.5503135919570923,0.4312916398048401,0.018394771963357925
id15957,0.5026823878288269,0.3394739627838135,0.1578436642885208
id19956,0.005536173470318317,0.0007966438424773514,0.9936671853065491
id15104,0.07947444915771484,0.04662937670946121,0.8738961815834045
id17559,0.8461399674415588,0.09250917285680771,0.061350926756858826
id16839,0.21354161202907562,0.03536531329154968,0.7510930299758911
id14493,0.9145529270172119,0.023990897461771965,0.06145612150430679
id08833,0.8358799815177917,0.034362006932497025,0.1297580897808075
id15723,0.690933108329773,0.03052145428955555,0.2785454988479614
id02716,0.9611451029777527,0.016087839379906654,0.022767145186662674
id06689,0.07232147455215454,0.9233942031860352,0.00428436417132616
id18837,0.21919132769107819,0.029127059504389763,0.7516815662384033
id04466,0.9022389054298401,0.09183388203382492,0.005927152931690216
id00686,0.728416919708252,0.006667358800768852,0.26491573452949524
id09010,0.26557251811027527,0.7317311763763428,0.0026963050477206707
id23353,0.9891201257705688,0.0014858401846140623,0.009394130669534206
id00066,0.870087206363678,0.06814327090978622,0.06176956743001938
id15724,0.4622950851917267,0.4395641088485718,0.09814080595970154
id23486,0.23178422451019287,0.03406300023198128,0.7341527938842773
id22258,0.009909618645906448,0.014869490638375282,0.9752208590507507
id02292,0.7730675935745239,0.16864752769470215,0.05828484520316124
id16356,0.627837061882019,0.0069015854969620705,0.36526137590408325
id00235,0.09665106236934662,0.06192130595445633,0.8414276838302612
id25522,0.012027611024677753,0.006880955770611763,0.9810913801193237
id04204,0.5089991092681885,0.4784800708293915,0.012520842254161835
id22016,0.7232062816619873,0.052978839725255966,0.22381483018398285
id06480,0.0018544226186349988,0.9969616532325745,0.0011839312501251698
id08718,0.5111845135688782,0.01982990652322769,0.46898558735847473
id05251,6.331391341518611e-05,0.9999244213104248,1.227258144353982e-05
id03359,0.5000120401382446,0.30948424339294434,0.19050371646881104
id16117,0.2565137445926666,0.0037655297201126814,0.7397207021713257
id17000,0.013487969525158405,0.9831727743148804,0.0033392407931387424
id01730,0.05506066232919693,0.9401866793632507,0.004752643872052431
id00630,0.9911519885063171,0.00835681427270174,0.0004912250442430377
id18175,0.23884513974189758,0.009125147946178913,0.7520297169685364
id00907,0.8135684132575989,0.09186749905347824,0.0945640578866005
id18251,0.003429416101425886,0.996036946773529,0.0005337498150765896
id25861,0.7659157514572144,0.09083403646945953,0.14325016736984253
id00398,0.9354850053787231,0.055779363960027695,0.008735692128539085
id27573,0.9646475911140442,0.0016959751956164837,0.03365646302700043
id10022,0.0037575666792690754,0.9948270916938782,0.0014153406955301762
id15901,0.26505324244499207,0.0015504640759900212,0.7333963513374329
id00451,0.05556488037109375,0.38946929574012756,0.5549659132957458
id23129,0.024947263300418854,0.9639983773231506,0.011054414324462414
id26498,0.41187503933906555,0.19810806214809418,0.39001691341400146
id14741,0.901242196559906,0.0726233571767807,0.02613445557653904
id18453,0.2332681119441986,0.011148390360176563,0.7555834650993347
id08309,0.5994577407836914,0.3929872512817383,0.007554999087005854
id00320,0.9999611377716064,2.8570184440468438e-05,1.0293115337844938e-05
id07688,0.4897138476371765,0.2635486125946045,0.2467374950647354
id01556,0.0010411653202027082,0.0001171290859929286,0.9988417029380798
id00178,0.4887649416923523,0.04625426232814789,0.4649808406829834
id18902,0.031511012464761734,0.08423741906881332,0.8842515349388123
id27002,0.6417272686958313,0.3231383264064789,0.03513450548052788
id21418,0.9996069073677063,0.00033426654408685863,5.882552795810625e-05
id23018,0.07884953171014786,0.08890945464372635,0.8322409987449646
id07032,0.6555234789848328,0.001175302779302001,0.3433012366294861
id16195,0.7952647805213928,0.07193814218044281,0.13279706239700317
id11202,0.2797352075576782,0.6377369165420532,0.08252786844968796
id09578,0.6402968764305115,0.03883185610175133,0.3208712637424469
id26984,0.6432681679725647,0.04379437118768692,0.3129374384880066
id19856,0.0007581182289868593,0.9992165565490723,2.519391455280129e-05
id12086,0.6339504718780518,0.04544949531555176,0.3205999732017517
id12052,0.2431638240814209,0.029032697901129723,0.7278034687042236
id17728,0.04731808602809906,0.004628680180758238,0.9480531811714172
id24608,0.07310021668672562,0.04797390475869179,0.8789259195327759
id21097,0.13602179288864136,0.01721186563372612,0.8467663526535034
id20179,4.392824484966695e-05,0.00024570844834670424,0.9997103810310364
id15144,0.6422086358070374,0.07257428020238876,0.28521713614463806
id00206,0.7998738288879395,0.08876398950815201,0.11136211454868317
id22285,0.29188576340675354,0.08403671532869339,0.624077558517456
id06417,0.5245618224143982,0.33046719431877136,0.14497095346450806
id00215,0.06527079641819,0.9313814640045166,0.0033477169927209616
id04201,0.026397112756967545,0.00808913353830576,0.9655138254165649
id21771,0.8417052030563354,0.0978279709815979,0.06046681106090546
id12451,0.07508677989244461,0.33695724606513977,0.587955892086029
id14250,0.009191340766847134,0.9728533625602722,0.017955264076590538
id03433,0.009943070821464062,0.9751806259155273,0.014876308850944042
id03303,0.2142295092344284,0.022582076489925385,0.7631884813308716
id25901,0.16830554604530334,0.33198046684265137,0.4997139275074005
id06945,0.7490332126617432,0.025576898828148842,0.22538986802101135
id05664,0.6048940420150757,0.3732130825519562,0.021892881020903587
id05741,0.9999957084655762,3.2182963423110778e-06,1.1073279893025756e-06
id10652,0.8378792405128479,0.10600066930055618,0.05612019822001457
id16300,0.7939446568489075,0.1720135658979416,0.034041762351989746
id12319,0.6426586508750916,0.025525420904159546,0.3318159282207489
id07500,0.001347057637758553,0.9984563589096069,0.00019666743173729628
id12478,0.45660653710365295,0.155618816614151,0.38777467608451843
id03076,0.035596463829278946,0.0020201702136546373,0.9623833894729614
id00969,0.3947965204715729,0.42223310470581055,0.18297047913074493
id23636,0.1526775360107422,0.6940963864326477,0.1532260775566101
id09791,0.14038889110088348,0.493391215801239,0.36621978878974915
id05680,0.106376513838768,0.8185212016105652,0.07510228455066681
id03672,0.017651798203587532,0.9663251638412476,0.01602308079600334
id04286,0.0010602582478895783,0.977760910987854,0.021178841590881348
id23883,0.012943818233907223,0.0159904807806015,0.9710656404495239
id11914,0.33612626791000366,0.10113178938627243,0.5627419948577881
id20974,0.002087055705487728,0.9976300001144409,0.0002829221775755286
id26125,0.5274381637573242,0.04258288815617561,0.4299788475036621
id15543,0.6637003421783447,0.020267436280846596,0.3160322904586792
id19471,0.9552088975906372,0.018870508298277855,0.025920646265149117
id11503,0.8303307294845581,0.10068641602993011,0.06898287683725357
id09321,0.052625998854637146,0.7765452265739441,0.17082881927490234
id25560,2.1188666323723737e-06,6.327146547846496e-05,0.9999345541000366
id06726,0.2691170871257782,0.25823816657066345,0.47264477610588074
id05709,0.9821569323539734,0.00041445097303949296,0.017428673803806305
id09788,0.21541233360767365,0.6269822716712952,0.1576053947210312
id05289,0.999488115310669,0.0004928307025693357,1.906454053823836e-05
id11815,0.05849432200193405,0.9202919006347656,0.021213818341493607
id22422,0.6192895770072937,0.019209347665309906,0.3615010976791382
id25954,0.8772025108337402,0.0298402588814497,0.09295718371868134
id13601,0.7730751037597656,0.13389848172664642,0.09302636981010437
id05677,0.7371681928634644,0.047653719782829285,0.21517804265022278
id10498,0.4849359393119812,0.5098832249641418,0.00518080173060298
id02665,0.89747554063797,0.08550901710987091,0.017015380784869194
id10114,0.06390102207660675,0.5932263731956482,0.34287258982658386
id26314,0.9832725524902344,0.014322188682854176,0.0024053012020885944
id21240,0.707748532295227,0.050294727087020874,0.2419566512107849
id15569,0.9977542757987976,0.002029563533142209,0.00021606085647363216
id25928,0.17588135600090027,0.2505519688129425,0.5735666751861572
id22706,0.16963626444339752,0.8119590282440186,0.01840467005968094
id20877,1.5393170542665757e-06,0.9991827607154846,0.0008157136617228389
id04318,0.7894899845123291,0.0864901915192604,0.12401978671550751
id18299,0.17070937156677246,0.23034057021141052,0.5989500284194946
id08126,0.00045602553291246295,0.0001032860018312931,0.9994407296180725
id14293,0.7212835550308228,0.013611022382974625,0.26510536670684814
id12759,0.42806529998779297,0.0038634203374385834,0.5680713057518005
id11983,0.8073926568031311,0.13531669974327087,0.05729057267308235
id05580,0.0796109288930893,0.5747419595718384,0.3456471264362335
id25846,0.3489347994327545,0.5024051666259766,0.14865998923778534
id01939,0.737682044506073,0.08927085250616074,0.17304715514183044
id26327,0.2796190679073334,0.40814459323883057,0.31223633885383606
id11068,0.006971375085413456,1.2086909009667579e-05,0.9930164813995361
id08404,0.965526819229126,0.01201572734862566,0.022457510232925415
id27189,0.8485698103904724,0.14839841425418854,0.003031760221347213
id15119,0.007616844028234482,0.9554911851882935,0.03689192980527878
id26525,0.9948529601097107,0.00036504733725450933,0.004781967960298061
id03618,0.7414616942405701,0.20286650955677032,0.0556718148291111
id27220,0.9647316336631775,0.0168539397418499,0.018414366990327835
id18777,0.24738453328609467,0.05421007052063942,0.698405385017395
id20213,0.8928967714309692,0.047168705612421036,0.05993451923131943
id20403,0.7900643944740295,0.048334889113903046,0.1616007536649704
id03777,0.494828462600708,0.042409516870975494,0.4627620279788971
id10595,0.7446925640106201,0.22194084525108337,0.03336659073829651
id13816,0.6436349749565125,0.12406699359416962,0.23229801654815674
id05667,0.007352547254413366,0.00027689943090081215,0.99237060546875
id24629,0.956534206867218,0.016928305849432945,0.02653743512928486
id20398,0.40941840410232544,0.11562362313270569,0.47495797276496887
id14108,0.02061808668076992,0.0016633208142593503,0.9777185320854187
id06196,0.0014198621502146125,0.9984250068664551,0.0001551665918668732
id02800,0.26740026473999023,0.6265131831169128,0.10608650743961334
id18732,0.11733542382717133,0.8606429696083069,0.02202155627310276
id11915,0.06334203481674194,0.9126113057136536,0.024046706035733223
id09739,0.6297601461410522,0.2910133898258209,0.07922643423080444
id24672,0.9862355589866638,0.0005402470123954117,0.013224180787801743
id00414,9.648271770856809e-06,0.005740515887737274,0.9942498207092285
id16307,0.9726694822311401,0.010400109924376011,0.016930434852838516
id14043,0.29412567615509033,0.11068172752857208,0.595192551612854
id00517,2.6119920448763878e-08,7.855096839648468e-08,0.9999998807907104
id09744,0.9980863332748413,0.0006559350877068937,0.0012577683664858341
id19257,0.8934333324432373,0.01673058047890663,0.08983614295721054
id15437,0.6551681160926819,0.3330942690372467,0.011737563647329807
id16352,0.04169445112347603,0.029486099258065224,0.928819477558136
id18849,0.7848182916641235,0.05103886127471924,0.16414284706115723
id19434,0.020043659955263138,0.9721943140029907,0.007762059569358826
id17928,0.1099187433719635,0.09732184559106827,0.792759358882904
id16896,0.09515959769487381,0.06183028966188431,0.8430100679397583
id02135,0.10476135462522507,0.3927358090877533,0.5025028586387634
id15075,0.9782440662384033,0.01771935448050499,0.0040366132743656635
id27486,0.1362193524837494,0.8627969622612,0.0009836427634581923
id19422,0.9702842235565186,0.026284456253051758,0.0034312226343899965
id09603,0.24023720622062683,0.6599658131599426,0.09979692846536636
id02133,0.25203385949134827,0.6147529482841492,0.1332131326198578
id03441,0.42742717266082764,0.00036750006256625056,0.5722053050994873
id02398,0.004281013738363981,0.9934404492378235,0.0022785477340221405
id05152,0.018309278413653374,0.0006261277012526989,0.9810645580291748
id17838,0.718661367893219,0.037963949143886566,0.24337470531463623
id25060,0.9082692861557007,0.07168824225664139,0.02004251815378666
id09998,0.4370274841785431,0.07516828179359436,0.48780420422554016
id01828,0.17197437584400177,0.7616676092147827,0.06635797023773193
id25377,0.897079348564148,0.051107775419950485,0.05181284248828888
id22175,0.03752667084336281,0.9583102464675903,0.004163108766078949
id02974,0.04023575782775879,0.07643139362335205,0.8833327889442444
id26955,0.9842313528060913,0.015678005293011665,9.058071009349078e-05
id21091,0.9870031476020813,0.0004261745198164135,0.012570644728839397
id12802,0.8667244911193848,0.12438896298408508,0.008886492811143398
id07432,0.0001744531182339415,0.9995917677879333,0.00023381704522762448
id18749,0.04278940334916115,0.9141979217529297,0.04301272705197334
id15030,0.0004345741181168705,0.00026792718563228846,0.9992974996566772
id17155,0.04263930767774582,0.9547153115272522,0.002645385218784213
id08128,0.050072234123945236,0.8859519958496094,0.06397584825754166
id25706,0.0002682137710507959,0.993196964263916,0.006534851621836424
id15645,0.9949740171432495,0.0038084310945123434,0.0012175303418189287
id04943,0.9568564891815186,0.028797920793294907,0.01434552576392889
id27566,0.0011945113074034452,0.0005982363945804536,0.9982072114944458
id11765,0.26033079624176025,0.05259964242577553,0.6870695352554321
id13783,0.6289022564888,0.2678087651729584,0.10328895598649979
id00492,0.011843948625028133,0.0007102855597622693,0.9874458312988281
id27636,0.06580435484647751,0.12206725031137466,0.8121283650398254
id04273,0.7127826809883118,0.15829487144947052,0.1289224475622177
id02537,0.35505884885787964,0.28385189175605774,0.36108916997909546
id24349,0.6593358516693115,0.337713360786438,0.0029508124571293592
id00023,7.838437159080058e-05,0.997276246547699,0.0026454487815499306
id23025,0.4954090714454651,0.4472147822380066,0.05737612396478653
id08722,0.9017881155014038,0.03549373149871826,0.06271808594465256
id02420,0.9994256496429443,0.0005742048379033804,1.1058100568561713e-07
id10811,0.9862252473831177,0.008851445280015469,0.004923412576317787
id04019,0.0011068293824791908,0.005943411495536566,0.9929497241973877
id18334,0.9760850667953491,0.020954225212335587,0.0029607161413878202
id16781,0.7677409052848816,0.09748227894306183,0.134776771068573
id08773,0.7536000609397888,0.22923803329467773,0.01716182939708233
id19214,0.6900458931922913,0.12989141047000885,0.1800626665353775
id09589,0.07269247621297836,0.3761988878250122,0.5511085987091064
id24246,0.9647163152694702,0.03404676541686058,0.001236810814589262
id23577,0.8997156023979187,0.09632016718387604,0.003964179195463657
id09305,0.6219250559806824,0.10863252729177475,0.2694424092769623
id16460,0.4154662787914276,0.231924369931221,0.3526093661785126
id21115,0.8910372853279114,0.07971138507127762,0.029251379892230034
id25996,0.6567897200584412,0.08954466879367828,0.2536655366420746
id02551,0.20664960145950317,0.14545589685440063,0.647894561290741
id19352,0.11273884773254395,0.017781278118491173,0.8694798946380615
id03806,0.00453183613717556,0.00022730074124410748,0.9952409267425537
id26544,0.977382242679596,0.0027454723604023457,0.019872238859534264
id18761,0.25519654154777527,0.4270889163017273,0.31771451234817505
id24148,0.003209733869880438,0.9953957200050354,0.0013945160899311304
id16095,0.05840061604976654,0.8331992030143738,0.10840023308992386
id18442,0.5406162142753601,0.22477874159812927,0.2346051037311554
id22596,0.00013161262904759496,4.442233330337331e-05,0.9998239874839783
id23002,0.20269671082496643,0.08293639868497849,0.7143669128417969
id04797,0.9873632788658142,0.00896100141108036,0.0036757851485162973
id06610,0.13589628040790558,0.0028725601732730865,0.8612312078475952
id16173,0.4777377247810364,0.25979161262512207,0.26247069239616394
id18292,0.026123594492673874,0.0602373406291008,0.9136390686035156
id27328,0.99460369348526,0.0017932434566318989,0.0036030695773661137
id01695,0.1674470603466034,0.7799272537231445,0.052625786513090134
id05761,0.6918834447860718,0.028526125475764275,0.2795904278755188
id16354,0.9978135824203491,0.00026513697230257094,0.001921258750371635
id12207,0.22486519813537598,0.2825585603713989,0.4925762414932251
id05665,0.06537061929702759,0.008241604082286358,0.9263877868652344
id01911,0.884813129901886,0.092593252658844,0.022593600675463676
id19153,0.38103213906288147,0.013921832665801048,0.6050460338592529
id10295,0.5940814018249512,0.09527802467346191,0.3106406331062317
id23038,0.6044172644615173,0.24103058874607086,0.1545521765947342
id23783,0.32429149746894836,0.6705448627471924,0.0051636421121656895
id27879,0.8905122876167297,0.10648727416992188,0.003000399796292186
id19190,0.16593439877033234,0.79847651720047,0.03558909520506859
id05065,0.7326427102088928,0.14289116859436035,0.12446615844964981
id21296,0.11220841109752655,0.875307559967041,0.012484008446335793
id13262,0.25535136461257935,0.06159346178174019,0.6830551624298096
id10333,0.9910358190536499,0.006529492791742086,0.0024346066638827324
id16677,0.7816010117530823,0.12657886743545532,0.09182006120681763
id01392,0.33159762620925903,0.10492018610239029,0.5634822249412537
id27874,0.9733020663261414,0.0216791033744812,0.005018823314458132
id02294,0.09668752551078796,0.20243136584758759,0.7008810639381409
id18298,0.025964247062802315,0.021523110568523407,0.9525126218795776
id06997,0.9978183507919312,0.002162160351872444,1.9487568351905793e-05
id05243,0.43539974093437195,0.23743471503257751,0.3271655738353729
id00860,0.004051366820931435,0.9805678725242615,0.015380789525806904
id26681,0.5704604387283325,0.25906693935394287,0.17047254741191864
